country;director;genre;imdb_rating;title;year
['ФРГ'];['Вернер Херцог'];['драма', 'приключения'];7.8;Агирре, гнев Божий;1972
['Россия'];['Константин Статский', 'Наталья Шабанова', 'Андрей Элинсон'];['Детектив'];7.4;Агент особого назначения;2013
['США'];['Джон Уайтселл'];['боевик', 'комедия'];5.4;Агент по кличке Спот;2001
['США'];['Ричард Франклин'];['триллер'];4.8;Агент по имени Далила;1992
['Франция'];['Мишель Хазанавичус'];['комедия', 'боевик'];6.8;Агент 117: Миссия в Рио;2009
['Великобритания', 'Франция'];['Дэвид Керр'];['комедия', 'пародия', 'боевик'];6.2;Агент Джонни Инглиш 3.0;2018
['Великобритания', 'США', 'Франция'];['Оливер Паркер'];['комедия', 'пародия', 'боевик', 'приключения'];6.3;Агент Джонни Инглиш: Перезагрузка;2011
['Великобритания', 'Франция', 'США'];['Питер Хауитт'];['комедия', 'боевик'];6.3;Агент Джонни Инглиш;2003
['Великобритания', 'США'];['Гарт Дженнингс'];['приключенческий фильм', 'комедия', 'фантастика'];6.7;Автостопом по галактике;2005
['США'];['Мик Гаррис'];['фильм ужасов', 'триллер', 'мистика'];4.9;Автострада;1997
['США'];['Аарон Норрис'];['боевик'];5.3;Агент;1991
['США'];['Кевин Аллен'];['комедия', 'семейный'];4.6;Агент Коди Бэнкс 2: Пункт назначения - Лондон;2004
['Франция'];['Николя Бедос'];['шпионский фильм', 'комедийный фильм'];5.8;Агент 117: Из Африки с любовью;2021
['Великобритания'];['Майкл Эптед'];['драма', 'триллер'];6.2;Агата;1979
['США'];[];['супергеройский фильм'];;Авторитеты;
['Франция', 'Франция'];['Мишель Хазанавичус'];['комедия', '-', 'боевик', 'Поп', 'фолк', 'джаз'];7.0;Агент 117:;2006
['СССР', 'Италия', 'Швейцария'];['Никита Михалков'];['мелодрама', 'комедийная драма'];5.9;Автостоп;1990
['Франция', 'Нью-Йорк', 'Германия', 'Сибирь'];['Жорж Мельес'];['фантастика'];5.7;Автопробег «Париж — Нью-Йорк»;1908
['США'];['Райан Комбс'];['боевик', 'триллер'];5.0;Авторитет;2008
['США'];['Эрнест Дикерсон'];['blaxploitation', 'драма', 'боевик'];7.0;Авторитет;1992
['Испания', 'Мексика'];['Мануэль Мартин Куенка'];['драма', 'комедия'];6.5;Автор;2017
['СССР'];['Ролан Быков'];['комедия', 'музыкальный фильм', 'сказка'];6.7;Автомобиль, скрипка и собака Клякса;1974
['США'];['Дж Стюарт Блэктон'];['драма'];7.7;Автомобильные воры;1906
['США'];['Артур Хиллер'];['мелодрама'];6.2;Автора! Автора!;1982
['США'];['Тейт Тейлор'];['боевик', 'триллер', 'драма', 'криминал', 'детектив'];5.5;Агент Ева;2020
['США'];['Лиза Гурвиц'];['документальный фильм'];7.8;Автомат;2021
['СССР'];['Вячеслав Криштофович'];['драма'];6.2;Автопортрет неизвестного;1988
['США'];['Эллиот Силверштейн'];['фильм ужасов', 'фильм-тайна', 'фильм-триллер'];6.2;Автомобиль;1980
['Австралия'];['Питер Уир'];['фильм ужасов', 'комедия'];5.6;Автомобили, которые съели Париж;1974
['СССР'];['Андрей Черных'];['драма'];6.8;Австрийское поле;1991
['Норвегия'];['Арне Скуэн'];['комедия'];7.0;Автобус;1961
['Польша'];['Ян Рыбковский'];['драма', 'соцреализм'];5.4;Автобус отходит в 6.20;1954
['Германия', 'США', 'Великобритания'];['Эрен Криви'];['боевик'];5.7;Автобан;2016
['Канада', 'Великобритания'];['Дэвид Кроненберг'];['драма', 'триллер'];6.4;Автокатастрофа;1996
['Франция'];['Пьер Гранье-Дефер'];['драма', 'исторический фильм'];6.1;Австрийка;1989
['США'];['Джошуа Логан'];['комедийная', 'драма'];6.3;Автобусная остановка;1956
['США'];['Пол Вайц'];['комедия'];7.0;Американский пирог;1999
['США'];['Джеймс Роджерс'];['Комедия'];6.4;Американский пирог 2;2001
['Австралия', 'США', 'Великобритания'];['Баз Лурман'];['эпическая', 'драма'];6.6;Австралия;2008
['США', 'Великобритания'];['Джон Лэндис'];['комедийный фильм ужасов'];7.5;Американский оборотень в Лондоне;1981
['СССР'];['Дмитрий Кесаянц'];['исторический комедия драма экранизация'];3.6;Автомобиль на крыше;1980
['Украина'];['Оксана Байрак'];['драма', 'мелодрама'];5.9;«Аврора»;2006
['США'];['Седрик Сандстром'];['боевик'];3.7;Американский ниндзя 3: Кровавая охота;1989
['США'];['Бобби Джин Леонард'];['экшн'];3.0;Американский ниндзя 5;1993
['США'];['Седрик Сандстром'];['боевик'];4.0;Американский ниндзя 4: Разрушение;1991
['США'];['Сэм Фёрстенберг'];['боевик'];5.0;Американский ниндзя 2;1985
['США'];['Брэндон Трост'];['кинокомедия'];5.7;Американский огурчик;2020
['США', 'Великобритания', 'Франция', 'Нидерланды', 'Люксембург'];['Энтони Уоллер'];['комедийный фильм ужасов'];5.1;Американский оборотень в Париже;1997
['США', 'Филиппины'];['Сэм Фёрстенберг'];['боевик'];5.5;Американский ниндзя;1985
['США'];['Эндрю Эрвин', 'Джон Эрвин'];['биографический', 'спорт'];7.1;Американский неудачник;2021
['США'];['Эш Эвилдсен'];['триллер'];5.6;Американский дьявол;2017
['США'];['Боаз Дэвидсон'];['боевик', 'постапокалиптика'];4.3;Американский киборг: Стальной воин;1993
['Россия'];['Иван Щёголев'];['Комедия'];4.8;Американский дедушка;1993
['Гонконг'];['Саммо Хун', 'Лау Кавин'];['боевик', 'приключенческий фильм', 'исторический фильм'];6.3;Американские приключения;1997
['США'];['Пол Шредер'];['мелодрама'];6.3;Американский жиголо;1980
['Великобритания', 'США'];['Барт Лэйтон'];['криминальная', 'драма'];7.0;Американские животные;2018
['США'];['Тандер Левин'];['мокбастер', 'научно-фантастический фильм', 'боевик', 'вторжение пришельцев', 'фильм-триллер', 'военный фильм'];2.8;Американский боевой корабль;2012
['США'];['Элайджа Дреннер'];['документальный'];7.1;Американский грайндхаус;2010
['США'];['Джон Бэдэм'];['спортивный', 'драматический фильм'];6.5;Американские молнии;1985
['ФРГ', 'Франция'];['Вим Вендерс'];['драма'];7.4;Американский друг;1977
['СССР'];['Марийонас Гидрис'];['драма'];6.9;Американская трагедия;1981
['США'];['Джеб Стюарт'];['криминальная драма', 'триллер', 'боевик'];6.4;Американские горки;1997
['США'];['Лоуренс Шиллер'];['судебная драма'];5.4;Американская трагедия;
['США'];['Джордж Лукас'];['комедийная драма', 'история взросления'];7.4;Американские граффити;1973
['США'];['Майкл Коверт'];['комедия', 'роуд-муви', 'боевик'];5.2;Американские бродяги;1996
['США'];['Джозеф фон Штернберг'];['драматический фильм'];6.4;Американская трагедия;1931
['США'];['Юэн Макгрегор'];['драма', 'криминал'];6.1;Американская пастораль;2016
['США'];['Джош Столберг'];['Комедия', 'Драма'];5.6;Американские детки;2005
['США', 'Венгрия'];['Эва Гардос'];['биографический фильм', 'история взросления', 'драматический фильм'];6.7;Американская рапсодия;2001
['США'];['Дэвид Цукер'];['фэнтези', 'комедия'];4.0;Американская сказка;2008
['Великобритания', 'США'];['Андреа Арнольд'];['Роуд-муви'];7.0;Американская милашка;2016
['Франция', 'Италия'];['Франсуа Трюффо'];['трагикомедия'];8.0;Американская ночь;1973
['Канада'];['Джен Соска', 'Сильвия Соска'];['фильм ужасов', 'триллер'];6.2;Американская Мэри;2012
['США', 'Великобритания'];['Гонсало Лопес-Гальего'];['фильм-триллер'];5.5;Американская звезда;2024
['США'];['Пол Вайц'];['комедия', 'музыка'];5.5;Американская мечта;2006
['США'];['Тимоти Вудворд мл'];['криминальный фильм', 'драматический фильм'];4.5;Американская жестокость;2016
['Россия', 'США'];['Карен Шахназаров'];['трагикомедия', 'роуд-муви'];6.3;Американская дочь;1995
['США', 'США'];['Тони Кэй'];['драма', 'криминал', 'Инструментальная', 'электроакустическая'];8.5;Американская история Икс;1998
['США'];['Уильям Олсон'];['комедия', 'драма'];6.1;Американская интрижка;2008
['США'];['Энн Хэмилтон'];['триллер'];5.8;Американская басня;2016
['Великобритания', 'Канада'];['Джон Хаф'];['ужасы', 'триллер'];5.8;Американская готика;1987
['США'];['Артур Хиллер'];['драма комедия военный мелодрама экранизация'];7.3;Американизация Эмили;1964
['США'];['Джордан Брэйди'];['подростковый фильм', 'комедийный фильм', 'драматический фильм', 'ЛГБТ-фильм'];5.9;Американская девочка;2002
['США'];['Эдвард Джеймс Олмос'];['драма'];7.1;Американизируй меня;1992
['Россия'];['Дмитрий Месхиев'];['драма', 'трагикомедия'];6.9;Американка;1997
['Италия'];['Стено'];['комедия'];6.9;Американец в Риме;1954
['Армения'];['Майкл А Гурджиан'];['драматический фильм'];7.4;Американец;2022
['США'];['Антон Корбейн'];['драма', 'криминальный фильм'];6.3;Американец;2010
['США'];['Винсент Миннелли'];['музыкальный фильм', 'мелодрама'];7.1;Американец в Париже;1951
['Канада', 'США'];['Семи Челлас'];['драма'];5.1;Американка;2019
['Испания', 'Португалия', 'Россия', 'Бразилия'];['Жуан Нуно Пинту'];['Криминальная драма'];6.2;Америка;2010
['Франция'];['Жан-Пьер Жёне'];['романтическая комедия'];8.3;Амели;2001
['Гонконг'];['Лу Цзюньгу'];['боевик', 'приключенческий фильм'];6.3;Амбициозная кунгфуистка;1981
['США'];['Дэвид Кэррадайн'];['драма'];6.4;Американа;1983
['США', 'Канада'];['Мира Наир'];['биография', 'драма', 'мелодрама'];5.8;Амелия;2009
['Россия'];['Антон Бильжо'];['триллер', 'драма'];5.8;Амбивалентность;2019
['США'];['Дэвид Энгельбах'];['постапокалиптика'];4.2;Америка 3000;1986
['США'];['Гэри Грейвер'];['порнофильм криминальная драма триллер'];6.2;«Аманда ночью»;1981
['Италия', 'Франция'];['Федерико Феллини'];['комедия', 'драма'];7.8;Амаркорд;1973
['Индия'];['Манмохан Десаи'];['комедия'];7.4;Амар, Акбар, Антони;1977
['США'];['Элиа Казан'];['драма', 'мистика'];7.7;Америка, Америка;1963
['Италия', 'Франция'];['Каролина Кавалли'];['драматический фильм'];6.5;Аманда;2022
['Казахстан'];['Сатыбалды Нарымбетов'];['Драма'];7.2;Аманат;2015
['США'];['Джон Кролл'];['фантастика', 'комедия'];4.7;Аманда и инопланетянин;1995
['США'];['Джо Данте', 'Джон Лэндис', 'Карл Готлиб', 'Питер Хортон', 'Роберт К Уайсс'];['фантастика', 'скетч-шоу'];6.2;Амазонки на Луне;1987
['Перу', 'США'];['Луис Льоса'];['драма', 'приключения'];3.5;Амазонка в огне;1993
[];['Игорь Легаррета'];['драматический фильм', 'фэнтезийный фильм', 'фильм о вампирах'];6.6;Амайа. Дитя вампира;2021
['Россия'];['Антон Сиверс', 'Рауф Кубаев'];['биография', 'история', 'военный', 'драма'];6.6;Аманат;2022
['Россия'];['Вячеслав Ребров'];['детектив приключения'];5.4;Аляска, сэр!;1992
['СССР', 'СССР'];['Александр Белинский', 'ЕАнуфриев'];['комедия', 'комедия'];;Альманах сатиры и юмора, выпуск №1 Альманах сатиры и юмора, выпуск №2;1980
['СССР'];['Моисей Левин'];['историческая драма'];5.5;Амангельды;1938
['Германия'];['Себастьян Йобст'];['документальный фильм'];8.2;Амаара: Песнь китов;2021
['Франция'];['Филипп де Брока'];['комедия', 'фантастика', 'приключения'];4.8;Амазония;2000
['Италия'];['Пьетро Джерми'];['комедия'];6.4;Альфредо, Альфредо;1972
['Италия', 'Франция'];['Клаудио Купеллини'];['драматический фильм'];6.7;Аляска;2015
['США'];['Ник Кассаветис'];['драма', 'криминальный фильм', 'фильм-биография'];6.9;Альфа дог;2006
['США'];['Барри Левинсон'];['комедия', 'драма'];6.6;Алюминиевые человечки;1987
['Федеративная Республика Германия'];['Рихард Освальд'];['фильм ужасов', 'научно-фантастический фильм', 'драматический фильм', 'эротический фильм'];6.0;Альрауне;1930
['США'];['Милош Форман'];['биографическая', 'историческая драма'];8.4;Амадей;1984
['Испания'];['Хью Хадсон'];['фильм-биография', 'драма', 'исторический фильм'];6.0;Альтамира;2016
['Россия'];['Владимир Златоустовский'];['комедия'];5.3;Альфонс;1993
['США'];['Альберт Хьюз'];['исторический', 'боевик', 'триллер'];6.6;Альфа;2018
['СССР'];['Борис Степанов'];['военная драма'];7.0;Альпийская баллада;1965
['Греция'];['Йоргос Латимос'];['драма'];6.3;Альпы;2011
['Франция', 'США'];['Кевин Спейси'];['неонуар', 'криминальный фильм', 'драматический фильм'];6.1;Альбино Аллигатор;1996
['Италия', 'Франция'];['Жан-Люк Годар'];['антиутопический', 'неонуар'];7.0;Альфавиль;1965
['Великобритания'];['Клайв Доннер'];['драматический фильм', 'экранизация романа', 'фильм плаща и шпаги'];7.6;Алый первоцвет;1982
['США'];['Майкл Кёртис'];['Фильм нуар'];6.9;Алый час;1956
['Египет', 'Ирак'];['Салах Абу Сейф'];['историческая драма'];5.9;Аль-Кадисия;1981
['Германия'];['Хенрик Галеен'];['драма', 'фантастика'];6.2;Альрауне;1928
['США'];['Ричард Уилсон'];['гангстерский фильм', 'фильм-биография'];6.7;Аль Капоне;1959
['Италия'];['Джузеппе Амато', 'Витторио Де Сика'];['комедия', 'экранизация'];5.9;Алые розы;1940
['Австрия', 'Германия', 'Швейцария', 'Чехия'];['Дитер Бернер'];['драма', 'биография'];6.0;Альма и Оскар;2022
['США'];['Ли Филипс'];['драма', 'военный фильм', 'вестерн'];6.1;Алый знак доблести;1974
['США'];['Джон Хьюстон'];['драма', 'военный фильм'];7.1;Алый знак доблести;1951
['Венгрия'];['Михай Семеш'];['драма', 'мелодрама', 'военный'];6.1;Альба Регия;1961
['СССР'];['Александр Птушко'];['мелодрама'];7.0;Алые паруса;1961
['СССР'];['Валерий Исаков'];['Мелодрама'];5.2;Алый камень;1986
['Чехия'];['Петр Форман Мирослав Янек'];['документальный', 'комедия'];5.8;Алые паруса;2001
['СССР'];['Олега Гойда'];['детский фильм', 'военный фильм'];6.4;Алые погоны;1979
['Кыргызстан'];['Эльнура Осмоналиева'];['документальный'];;Алмаз;2010
['Великобритания'];['Харольд  Янг'];['приключенческий фильм', 'фильм плаща и шпаги'];7.3;Алый первоцвет;1934
['Россия', 'Болгария', 'Беларусь'];['Дмитрий Астрахан'];['комедия фантастика'];6.3;Алхимики;2000
['США'];['Эрих фон Штрогейм'];['мистическая', 'драма'];8.0;Алчность;1924
['СССР'];['Болотбек Шамшиев'];['истерн', 'боевик'];6.2;Алые маки Иссык-Куля;1971
['СССР'];['Абдулла Карсакбаев'];['Детский фильм'];5.1;Алпамыс идёт в школу;1976
['США', 'Великобритания', 'Италия'];['Джерри Лондон'];['драма'];7.5;Алое и чёрное;1983
['Мексика'];['Хуан Лопез Моктезума'];['Ужасы', 'Эротика'];6.3;Алукарда, дочь тьмы;1977
['СССР', 'Азербайджанская ССР'];['Ага-Рза Кулиев', 'Григорий Брагинский'];['драма'];6.6;Алмас;1936
['США'];['Кэмерон Кроу'];['драма', 'комедия', 'мелодрама'];5.4;Алоха;2015
['СССР'];['Иван Правов', 'Александр Оленин'];['драма'];5.2;Алмазы;1947
['СССР', 'ФРГ'];['Владимир Хмельницкий'];['кинодрама'];5.9;Алмазная тропа;1978
['Польша'];['Яцек Копрович'];['фэнтези'];5.8;Алхимик;1989
['США'];['Дэвид Уорк Гриффит'];['драматический фильм'];4.4;Алмаз Брахмы;1909
['Индия'];['Атул Агнихотри'];['мелодрама'];3.3;Алло, колл-центр слушает!;2008
['Германия'];['Ясмин Самдерели'];['драматический фильм', 'комедийная драма', 'комедийный фильм'];7.1;Алмания — Добро пожаловать в Германию;2011
['Франция', 'Бельгия'];['Фабрик Дю Вельц'];['драматический фильм'];6.2;Аллилуйя;2014
['СССР'];['Ольгерд Воронцов'];['музыкальная комедия'];5.5;Алло, Варшава!;1971
['Мексика'];['Хорхе Фонс'];['драма'];7.3;Аллея чудес;1995
['США'];['Льюис Тиг'];['ужасы'];6.1;Аллигатор;1984
['Великобритания'];['Джей Ли Томпсон'];['комедия'];5.2;Аллигатор по имени Дэйзи;1955
['СССР'];['Владимир Стрелков'];['военный фильм', 'драма'];6.6;Аллегро с огнём  Внешние видеофайлы;1980
['США'];['Джон Хесс'];['ужасы'];4.0;Аллигатор 2: Мутация;1991
['США', 'Мексика'];['Гильермо дель Торо'];['триллер', 'нуар', 'драма'];7.0;Аллея кошмаров;2021
['США'];['Кирби Дик', 'Эми Зиринг Кофман'];['телевизионный документальный фильм'];6.7;Аллен против Фэрроу;2021
['Казахстан'];['Калдыбай Абенов'];['драма'];;Аллажар;1993
['Россия'];['Филипп Григорьян', 'Татьяна Гулина'];['киноконцерт'];;Алла Пугачёва. Тот самый концерт;2019
['Дания'];['Кристоффер Боэ'];['драма', 'фантастика'];6.5;Аллегро;2005
['СССР'];['Камиль Ярматов'];['историческая', 'драма'];6.7;Алишер Навои;1947
['Канада'];['Юнг Чанг'];['документальный фильм'];8.5;Алишань;2009
['США'];['Эдмунд Гулдинг'];['драма', 'фильм нуар'];7.7;Аллея кошмаров;1947
['США'];['Марк Кристофер'];['драма'];6.8;Алкали, Айова;1996
['США'];['Гэри Нельсон'];['приключения', 'боевик', 'комедия'];4.6;Аллан Куотермейн и потерянный город золота;1986
['США'];['Уолт Дисней'];['кинокомедия'];4.9;Алиса и укус пчелы;1925
['США'];['Уолт Дисней'];['кинокомедия'];5.4;Алиса на море;1924
['СССР'];['Марк Донской'];['драма'];6.2;Алитет уходит в горы;1949
['Франция'];['Клод Шаброль'];['драма', 'мистика', 'триллер'];6.6;Алиса, или Последний побег;1977
['Российская империя'];['Вячеслав Висковский'];['драма'];;Алим — крымский разбойник;1916
['Россия'];['Алексей Рудаков'];['мелодрама', 'приключения'];4.3;Алиса и Букинист;1992
['США'];['Роберт Родригес'];['антиутопия', 'боевик', 'киберпанк', 'симфоническая музыка', 'электронная музыка'];7.3;Алита: Боевой ангел  Внешние видеофайлы;2019
['США'];['Тим Бёртон'];['фэнтези', 'приключения', 'Оркестр', 'классическая музыка', 'поп-музыка'];6.4;Алиса в Стране чудес;2010
['США', 'Германия', 'Великобритания'];['Ник Уиллинг'];['фэнтези', 'семейный фильм', 'приключенческий фильм'];6.3;Алиса в Стране чудес;1999
['Великобритания'];['Уильям Стерлинг'];['семейный фильм'];5.7;Алиса в Стране чудес;1972
['США'];['Норман Маклеод'];['детский'];6.3;Алиса в Стране чудес;1933
['США'];['Гарри Харрис'];['приключенческий фильм', 'семейный фильм', 'фэнтези'];7.2;Алиса в Стране чудес;1985
['США'];['Мартин Скорсезе'];['драма', 'романтика', 'трагикомедия'];7.3;Алиса здесь больше не живёт;1974
['СССР'];['Георгий Тасин'];['немое кино', 'драматический фильм'];6.2;Алим;1926
[];['ВВ Янг'];['фэнтези'];6.1;Алиса в Стране чудес;1915
['США'];['Бад Таунсенд'];['порнографический', 'музыкальный'];6.2;Алиса в Стране чудес;1976
['США'];['Джеймс Бобин'];['фэнтези', 'приключения', 'семейный фильм', 'оркестровая музыка', 'поп-рок'];6.2;Алиса в Зазеркалье;2016
['Франция', 'Великобритания'];['Sylvie Ballyot'];['драма'];5.5;Алиса;2002
['Великобритания'];['Сесиль Хепуорт', 'Перси Стоу'];['фэнтези'];6.2;Алиса в Стране чудес;1903
['Великобритания'];['Джон Хендерсон'];['фэнтези', 'приключения', 'семейный'];5.3;Алиса в Зазеркалье;1998
['ФРГ'];['Вим Вендерс'];['драма'];7.8;Алиса в городах;1975
['Российская империя'];['БСГлаголин'];['драма'];;Алёша-доброволец;1914
['Франция'];['Дидье Гольдшмидт'];['криминальный фильм'];5.2;Алиса;1998
['США'];['Мэтт Чековски', 'Курт Маттила'];['комедия', 'драма', 'мелодрама'];6.3;Алиби;2006
['Великобритания'];['Лесли Хискотт'];['детектив'];7.4;Алиби;1931
['СССР', 'СССР'];['Олег Рябоконь', 'Рябоконь Олег Всеволодович'];['сказка', 'мюзикл', 'музыкальный фильм'];7.4;Али-Баба и сорок разбойников Али-Баба и сорок разбойников;1983
['США'];['Рэй Маккэйри'];['Детективный фильм', 'Комедия'];6.4;Алиби Сокола;1946
['Азербайджан', 'Великобритания'];['Асиф Кападиа'];['драматический фильм'];6.8;Али и Нино;2016
['Франция'];['Пьер Шеналь'];['фильм-тайна', 'криминальный фильм'];6.7;Алиби;1937
['Великобритания', 'США', 'Франция'];['Марк Майлод'];['Фарсовая', 'комедия', 'сатира'];6.2;Али Джи в парламенте;2002
['Франция'];['Сегундо де Шомон', 'Фернан Зекка'];['приключенческий фильм', 'фильм-сказка'];6.1;Али-баба и 40 разбойников;1902
['СССР'];['Яков Базелян'];['Киноповесть'];5.4;Алёшкина охота;1965
['Индия'];['Хоми Вадия'];[];6.3;Али-Баба и сорок разбойников;1966
['США'];['Майкл Даус'];['боевик', 'комедия', 'бадди-муви'];6.2;Али, рули!;2019
['СССР'];['Семён Туманов', 'Георгий Щукин'];['Мелодрама'];7.5;Алёшкина любовь;1960
['Италия'];['Эмиммо Сальви'];['приключенческий фильм'];4.2;Али-Баба против семи сарацинов;1964
['США'];['Роланд Уэст'];['криминальный фильм'];5.7;Алиби;1929
['Россия'];['Сергей Русаков'];['комедия мелодрама'];3.7;Алёнка из Почитанки;2014
['СССР'];['Ирина Поволоцкая'];['фильм-сказка'];6.7;Аленький цветочек;1978
['СССР'];['Борис Барнет'];['комедия'];7.2;Алёнка;1961
['СССР'];['Леонид Луков'];['Киноповесть'];6.9;Александр Пархоменко;1942
['Россия'];['Игорь Калёнов'];['исторический фильм', 'боевик'];4.8;Александр. Невская битва;2008
['США'];['Джон Кромвелл'];['драма'];6.6;Алжир;1938
['Россия'];['Александр Сокуров'];['драма'];6.8;Александра;2007
[];['Людмила Салдадзе'];['новелла киноповесть экранизация'];;Алексеич;1970
['СССР'];['Сергей Эйзенштейн', 'Дмитрий Васильев'];['киноэпопея', 'драма', 'военный', 'исторический'];7.5;Александр Невский;1938
['СССР', 'ГДР'];['Владимир Фокин'];['драма', 'военный'];7.0;Александр Маленький;1981
['СССР'];['Сергей Сиделёв'];['фильм-опера'];6.3;Алеко;1953
['Франция', 'Германия', 'Великобритания', 'Италия', 'США', 'Нидерланды'];['Оливер Стоун'];['биографическая', 'драма', 'исторический фильм', 'пеплум'];5.6;Александр;2004
['США'];['Эдвард Уоррен'];['комедия', 'мелодрама'];5.7;Алджи-золотоискатель;1912
['США', 'Испания'];['Роберт Россен'];['пеплум', 'байопик'];5.8;Александр Великий;1956
['Германия'];['Ханс Веркмайст'];['фантастика', 'драма'];6.3;Алголь. Трагедия силы;1920
['США'];['Майкл Манн'];['драма', 'биография', 'спорт'];6.7;Али;2001
['Германия', 'Албания'];['Иоганнес Набер'];['драматический фильм', 'романтический фильм'];7.1;Албанец;2010
['СССР'];['Виктор Обухов'];['драма', 'мелодрама'];6.2;Алёша;1980
['СССР'];['Анатолий Граник'];['комедия', 'детский'];6.5;Алёша Птицын вырабатывает характер;1953
['США'];['Роб Райнер'];['комедия', 'мелодрама'];5.5;Алекс и Эмма;2003
['США'];['Мигель Артета'];['комедийный фильм', 'детский фильм', 'экранизация'];6.2;Александр и ужасный, кошмарный, нехороший, очень плохой день;2014
['Франция'];['Марчелло Пальеро'];['комедия'];5.0;Алая Роза;1951
['Япония'];['Умэцугу Иноуэ'];['Криминальная', 'драма', 'нуар'];;Алая роза;1963
['Япония'];['Ёситаро Номура'];['криминальная драма'];6.4;Алая камелия;1964
['США'];['Ролан Жоффе'];['драма', 'мелодрама'];5.3;Алая буква;1995
['Республика Корея'];['Пён Хёк'];['Драма'];6.3;Алая буква;2004
['Франция', 'Италия'];['Жан Валер'];['комедия'];5.9;Алая женщина;1969
['ФРГ', 'Испания'];['Вим Вендерс'];['мелодрама'];5.8;Алая буква;1973
['СССР'];['Борис Барнет'];['драма'];6.1;Аннушка;1959
['Германия', 'Великобритания', 'США'];['Роланд Эммерих'];['фильм-биография'];6.8;Аноним;2011
['Великобритания'];['Эндрю Никкол'];['антиутопический фильм', 'научно-фантастический фильм', 'кинофантастика', 'фильм-триллер', 'киберпанк'];6.1;Анон;2018
['СССР'];['Борис Ивченко'];['драма', 'военный'];7.5;Аннычка;1968
['Великобритания', 'США'];['Алекс Гарленд'];['научная фантастика', 'фильм ужасов'];6.8;Аннигиляция;2018
['США'];['Венди Джо Карлтон'];['Мелодрама'];6.5;Анна свободна;2009
['Канада'];['Леа Пул'];['Мелодрама'];7.3;Анна Тристер;1986
['Венгрия'];['Золтан Фабри'];['драма экранизация'];7.4;Анна Эйдеш;1958
['Россия', 'Франция'];['Никита Михалков'];['документальный фильм', 'фильм-биография', 'исторический фильм'];7.4;Анна: от 6 до 18;1993
['СССР'];['Герберт Раппапорт', 'Виктор Эйсымонт'];['кинобиография'];6.9;Александр Попов;1949
['Нидерланды'];['Мария Новикова'];['Документальный фильм'];7.9;Анна Политковская: семь лет на линии фронта;2008
['Франция', 'Германия', 'Бельгия'];['Леос Каракс'];['мюзикл'];6.3;Аннетт;2021
['США'];['Киони Уоксмен'];['биография'];4.1;Анна Николь;2007
['СССР', 'Великобритания', 'ГДР', 'Куба', 'Франция'];['Эмиль Лотяну'];['драма', 'биография', 'исторический', 'музыкальный'];6.9;Анна Павлова;1986
['США'];['Кларенс Браун'];['драма'];6.5;Анна Кристи;1930
['Россия'];['Карен Шахназаров'];['драма'];6.3;«Анна Каренина. История Вронского»;2017
['СССР'];['Исидор Анненский'];['драма'];6.8;Анна на шее;1954
['США'];['Ирвинг Рэппер'];['Фильм нуар', 'Мелодрама'];6.1;Анна Лукаста;1949
['Великобритания', 'США'];['Джо Райт'];['историческая', 'романтическая драма'];6.6;Анна Каренина;2012
[];['Мона Фастволд'];['музыкальный фильм'];;Анна Ли;
['Россия'];['Сергей Соловьёв'];['драма'];6.1;Анна Каренина;2009
['Российская империя'];['Морис Метр'];['драматический фильм', 'немое кино', 'экранизация романа'];5.2;Анна Каренина;1911
['СССР'];['Александр Зархи'];['драма'];7.0;«Анна Каренина»  Внешние видеофайлы;1967
['США'];['Саймон Лэнгтон'];['мелодрама'];6.3;Анна Каренина;1985
['Великобритания'];['Жюльен Дювивье'];['драма', 'мелодрама'];6.6;Анна Каренина;1948
['США', 'Россия', 'Великобритания'];['Бернард Роуз'];['драма', 'любовная история'];6.3;Анна Каренина;1997
['США'];['Кларенс Браун'];['мелодрама'];7.0;Анна Каренина;1935
['Российская империя'];['Владимир Гардин'];['драма'];5.2;Анна Каренина;1914
['Италия', 'Франция', 'Германия', 'Испания'];['Кристиан Дюгей'];['драма'];7.2;Анна Каренина;2013
['Нацистская Германия'];['Франк Висбар'];['драма'];7.1;Анна и Элизабет;1933
['СССР'];['Маргарита Пилихина'];['фильм-балет'];6.8;Анна Каренина;1974
['СССР', 'Франция'];['Рустам Хамдамов'];['Драма'];6.8;Анна Карамазофф;1991
['СССР'];['Евгений Хринюк'];['мелодрама'];6.5;Анна и Командор;1974
['США'];['Энди Теннант'];['мелодрама', 'драма', 'исторический'];6.7;Анна и король;1999
['Франция'];['Пьер Коральник'];['музыкальный фильм'];6.8;Анна;1967
['ФРГ'];['Франк Штрекер', 'нем', 'Frank Strecker'];['мелодрама', 'семейный фильм'];5.3;Анна;1988
['Италия'];['Никколо Амманити'];['постапокалипсис', 'антиутопия'];7.0;Анна;2021
['СССР'];['Михаил Жаров', 'Виталий Иванов', 'Владимир Рапопорт'];['детективный фильм', 'комедия'];6.4;Анискин и Фантомас;1973
['Россия'];['Пётр Тодоровский'];['драма'];6.9;Анкор, ещё анкор!;1992
['Франция'];['Марсель Паньоль'];['драматический фильм'];7.3;Анжель;1934
['США'];['Годфри Реджио'];['документальный фильм'];7.5;Анима мунди;1992
['Франция'];['Люк Бессон'];['боевик', 'триллер', 'шпионский фильм'];6.7;Анна;2019
['Сербия', 'Германия'];['Горан Радованович'];['драма'];7.5;Анклав;2015
